"形態素: 挨拶    品詞: 名詞,サ変接続,*,*"
"形態素: を      品詞: 助詞,格助詞,一般,*"
"形態素: し      品詞: 動詞,自立,*,*"
"形態素: て      品詞: 助詞,接続助詞,*,*"
"形態素: も      品詞: 助詞,係助詞,*,*"
"形態素: 無視    品詞: 名詞,サ変接続,*,*"
"形態素: さ      品詞: 動詞,自立,*,*"
"形態素: れ      品詞: 動詞,接尾,*,*"
"形態素: た      品詞: 助動詞,*,*,*"
"形態素: 友達    品詞: 名詞,一般,*,*"
"形態素: が      品詞: 助詞,格助詞,一般,*"
"形態素: いつも  品詞: 副詞,一般,*,*"
"形態素: 遅刻    品詞: 名詞,サ変接続,*,*"
"形態素: し      品詞: 動詞,自立,*,*"
"形態素: て      品詞: 助詞,接続助詞,*,*"
"形態素: 友達    品詞: 名詞,一般,*,*"
"形態素: の      品詞: 助詞,連体化,*,*"
"形態素: 分      品詞: 名詞,サ変接続,*,*"
"形態素: の      品詞: 助詞,連体化,*,*"
"形態素: 仕事    品詞: 名詞,サ変接続,*,*"
"形態素: も      品詞: 助詞,係助詞,*,*"
"形態素: 自分    品詞: 名詞,一般,*,*"
"形態素: が      品詞: 助詞,格助詞,一般,*"
"形態素: やらさ  品詞: 動詞,自立,*,*"
"形態素: れ      品詞: 動詞,接尾,*,*"
"形態素: た      品詞: 助動詞,*,*,*"
"形態素: 面      品詞: 名詞,一般,*,*"
"形態素: と      品詞: 助詞,格助詞,一般,*"
"形態素: 向かっ  品詞: 動詞,自立,*,*"
"形態素: て      品詞: 助詞,接続助詞,*,*"
"形態素: 嫌い    品詞: 名詞,形容動詞語幹,*,*"
"形態素: と      品詞: 助詞,格助詞,引用,*"
"形態素: 言わ    品詞: 動詞,自立,*,*"
"形態素: れ      品詞: 動詞,接尾,*,*"
"形態素: た      品詞: 助動詞,*,*,*"
"形態素: チーム  品詞: 名詞,一般,*,*"
"形態素: の      品詞: 助詞,連体化,*,*"
"形態素: 協調    品詞: 名詞,サ変接続,*,*"
"形態素: 性      品詞: 名詞,接尾,一般,*"
"形態素: が      品詞: 助詞,格助詞,一般,*"
"形態素: なく    品詞: 形容詞,自立,*,*"
"形態素: 課題    品詞: 名詞,一般,*,*"
"形態素: を      品詞: 助詞,格助詞,一般,*"
"形態素: 最後    品詞: 名詞,一般,*,*"
"形態素: まで    品詞: 助詞,副助詞,*,*"
"形態素: 終わらせ        品詞: 動詞,自立,*,*"
"形態素: られ    品詞: 動詞,接尾,*,*"
"形態素: なかっ  品詞: 助動詞,*,*,*"
"形態素: た      品詞: 助動詞,*,*,*"
"形態素: 列      品詞: 名詞,一般,*,*"
"形態素: に      品詞: 助詞,格助詞,一般,*"
"形態素: 並ん    品詞: 動詞,自立,*,*"
"形態素: で      品詞: 助詞,接続助詞,*,*"
"形態素: い      品詞: 動詞,非自立,*,*"
"形態素: たら    品詞: 助動詞,*,*,*"
"形態素: 割り込み        品詞: 名詞,サ変接続,*,*"
"形態素: さ      品詞: 動詞,自立,*,*"
"形態素: れ      品詞: 動詞,接尾,*,*"
"形態素: た      品詞: 助動詞,*,*,*"
"形態素: 前      品詞: 名詞,副詞可能,*,*"
"形態素: の      品詞: 助詞,連体化,*,*"
"形態素: 職場    品詞: 名詞,一般,*,*"
"形態素: の      品詞: 助詞,連体化,*,*"
"形態素: 上司    品詞: 名詞,一般,*,*"
"形態素: と      品詞: 助詞,格助詞,一般,*"
"形態素: 勤務    品詞: 名詞,サ変接続,*,*"
"形態素: 中      品詞: 名詞,接尾,副詞可能,*"
"形態素: の      品詞: 助詞,連体化,*,*"
"形態素: テンション      品詞: 名詞,一般,*,*"
"形態素: の      品詞: 助詞,連体化,*,*"
"形態素: ウマ    品詞: 名詞,一般,*,*"
"形態素: が      品詞: 助詞,格助詞,一般,*"
"形態素: 合わ    品詞: 動詞,自立,*,*"
"形態素: ず      品詞: 助動詞,*,*,*"
"形態素: 、      品詞: 記号,読点,*,*"
"形態素: かなり  品詞: 名詞,一般,*,*"
"形態素: の      品詞: 助詞,連体化,*,*"
"形態素: ストレス        品詞: 名詞,一般,*,*"
"形態素: を      品詞: 助詞,格助詞,一般,*"
"形態素: 感じ    品詞: 動詞,自立,*,*"
"形態素: た      品詞: 助動詞,*,*,*"
"形態素: 抱け    品詞: 動詞,自立,*,*"
"形態素: も      品詞: 助詞,係助詞,*,*"
"形態素: し      品詞: 動詞,自立,*,*"
"形態素: ない    品詞: 助動詞,*,*,*"
"形態素: 女      品詞: 名詞,一般,*,*"
"形態素: を      品詞: 助詞,格助詞,一般,*"
"形態素: 2       品詞: 名詞,数,*,*"
"形態素: 、      品詞: 記号,読点,*,*"
"形態素: 3       品詞: 名詞,数,*,*"
"形態素: 時間    品詞: 名詞,接尾,助数詞,*"
"形態素: 掛け    品詞: 動詞,自立,*,*"
"形態素: て      品詞: 助詞,接続助詞,*,*"
"形態素: 家      品詞: 名詞,一般,*,*"
"形態素: まで    品詞: 助詞,副助詞,*,*"
"形態素: 送っ    品詞: 動詞,自立,*,*"
"形態素: て      品詞: 助詞,接続助詞,*,*"
"形態素: その後  品詞: 名詞,副詞可能,*,*"
"形態素: また    品詞: 接続詞,*,*,*"
"形態素: 一      品詞: 名詞,数,*,*"
"形態素: 時間    品詞: 名詞,接尾,助数詞,*"
"形態素: 歩い    品詞: 動詞,自立,*,*"
"形態素: て      品詞: 助詞,接続助詞,*,*"
"形態素: 始発    品詞: 名詞,一般,*,*"
"形態素: の      品詞: 助詞,格助詞,一般,*"
"形態素: ある    品詞: 動詞,自立,*,*"
"形態素: 駅      品詞: 名詞,一般,*,*"
"形態素: まで    品詞: 助詞,副助詞,*,*"
"形態素: 行っ    品詞: 動詞,自立,*,*"
"形態素: て      品詞: 助詞,接続助詞,*,*"
"形態素: 朝帰り  品詞: 名詞,一般,*,*"
"形態素: し      品詞: 動詞,自立,*,*"
"形態素: た      品詞: 助動詞,*,*,*"
"形態素: 時      品詞: 名詞,非自立,副詞可能,*"
"形態素: 聞く    品詞: 動詞,自立,*,*"
"形態素: 限り    品詞: 名詞,非自立,副詞可能,*"
"形態素: 最低    品詞: 名詞,一般,*,*"
"形態素: な      品詞: 助動詞,*,*,*"
"形態素: 行動    品詞: 名詞,サ変接続,*,*"
"形態素: を      品詞: 助詞,格助詞,一般,*"
"形態素: し      品詞: 動詞,自立,*,*"
"形態素: て      品詞: 助詞,接続助詞,*,*"
"形態素: いる    品詞: 動詞,非自立,*,*"
"形態素: 男      品詞: 名詞,一般,*,*"
"形態素: の      品詞: 助詞,連体化,*,*"
"形態素: 話      品詞: 名詞,サ変接続,*,*"
"形態素: を      品詞: 助詞,格助詞,一般,*"
"形態素: 聞い    品詞: 動詞,自立,*,*"
"形態素: た      品詞: 助動詞,*,*,*"
"形態素: 時      品詞: 名詞,非自立,副詞可能,*"
"形態素: 言っ    品詞: 動詞,自立,*,*"
"形態素: てる    品詞: 動詞,非自立,*,*"
"形態素: 事      品詞: 名詞,非自立,一般,*"
"形態素: と      品詞: 助詞,格助詞,一般,*"
"形態素: やっ    品詞: 動詞,自立,*,*"
"形態素: て      品詞: 助詞,接続助詞,*,*"
"形態素: いる    品詞: 動詞,非自立,*,*"
"形態素: 事      品詞: 名詞,非自立,一般,*"
"形態素: が      品詞: 助詞,格助詞,一般,*"
"形態素: 矛盾    品詞: 名詞,サ変接続,*,*"
"形態素: し      品詞: 動詞,自立,*,*"
"形態素: て      品詞: 助詞,接続助詞,*,*"
"形態素: いる    品詞: 動詞,非自立,*,*"
"形態素: 奴      品詞: 名詞,代名詞,一般,*"
"形態素: が      品詞: 助詞,格助詞,一般,*"
"形態素: い      品詞: 動詞,自立,*,*"
"形態素: た      品詞: 助動詞,*,*,*"
"形態素: 時      品詞: 名詞,非自立,副詞可能,*"
"形態素: 自分    品詞: 名詞,一般,*,*"
"形態素: が      品詞: 助詞,格助詞,一般,*"
"形態素: 何      品詞: 名詞,代名詞,一般,*"
"形態素: も      品詞: 助詞,係助詞,*,*"
"形態素: 言わ    品詞: 動詞,自立,*,*"
"形態素: ない    品詞: 助動詞,*,*,*"
"形態素: 事      品詞: 名詞,非自立,一般,*"
"形態素: を      品詞: 助詞,格助詞,一般,*"
"形態素: いい    品詞: 形容詞,自立,*,*"
"形態素: こと    品詞: 名詞,非自立,一般,*"
"形態素: に      品詞: 助詞,格助詞,一般,*"
"形態素: とことん        品詞: 副詞,一般,*,*"
"形態素: 自分    品詞: 名詞,一般,*,*"
"形態素: を      品詞: 助詞,格助詞,一般,*"
"形態素: 見下す  品詞: 動詞,自立,*,*"
"形態素: よう    品詞: 名詞,非自立,助動詞語幹,*"
"形態素: な      品詞: 助動詞,*,*,*"
"形態素: 発言    品詞: 名詞,サ変接続,*,*"
"形態素: を      品詞: 助詞,格助詞,一般,*"
"形態素: さ      品詞: 動詞,自立,*,*"
"形態素: れ      品詞: 動詞,接尾,*,*"
"形態素: た      品詞: 助動詞,*,*,*"
"形態素: 時      品詞: 名詞,非自立,副詞可能,*"
"形態素: バイト  品詞: 名詞,一般,*,*"
"形態素: 中      品詞: 名詞,接尾,副詞可能,*"
"形態素: に      品詞: 助詞,格助詞,一般,*"
"形態素: やたら  品詞: 副詞,助詞類接続,*,*"
"形態素: 同じ    品詞: 連体詞,*,*,*"
"形態素: 事      品詞: 名詞,非自立,一般,*"
"形態素: を      品詞: 助詞,格助詞,一般,*"
"形態素: 聞か    品詞: 動詞,自立,*,*"
"形態素: れ      品詞: 動詞,接尾,*,*"
"形態素: たり    品詞: 助詞,並立助詞,*,*"
"形態素: 、      品詞: 記号,読点,*,*"
"形態素: 関係    品詞: 名詞,サ変接続,*,*"
"形態素: の      品詞: 助詞,格助詞,一般,*"
"形態素: ない    品詞: 形容詞,自立,*,*"
"形態素: ところ  品詞: 名詞,非自立,副詞可能,*"
"形態素: で      品詞: 助詞,格助詞,一般,*"
"形態素: どう    品詞: 副詞,助詞類接続,*,*"
"形態素: でも    品詞: 助詞,副助詞,*,*"
"形態素: いい    品詞: 形容詞,自立,*,*"
"形態素: 事      品詞: 名詞,非自立,一般,*"
"形態素: を      品詞: 助詞,格助詞,一般,*"
"形態素: 言っ    品詞: 動詞,自立,*,*"
"形態素: て      品詞: 助詞,接続助詞,*,*"
"形態素: き      品詞: 動詞,非自立,*,*"
"形態素: たり    品詞: 助詞,並立助詞,*,*"
"形態素: する    品詞: 動詞,自立,*,*"
"形態素: 厄介    品詞: 名詞,形容動詞語幹,*,*"
"形態素: な      品詞: 助動詞,*,*,*"
"形態素: オタク  品詞: 名詞,一般,*,*"
"形態素: を      品詞: 助詞,格助詞,一般,*"
"形態素: 相手    品詞: 名詞,一般,*,*"
"形態素: に      品詞: 助詞,格助詞,一般,*"
"形態素: し      品詞: 動詞,自立,*,*"
"形態素: た      品詞: 助動詞,*,*,*"
"形態素: 時      品詞: 名詞,非自立,副詞可能,*"
"形態素: バイト  品詞: 名詞,一般,*,*"
"形態素: 先      品詞: 名詞,接尾,一般,*"
"形態素: に      品詞: 助詞,格助詞,一般,*"
"形態素: 体臭    品詞: 名詞,一般,*,*"
"形態素: が      品詞: 助詞,格助詞,一般,*"
"形態素: 臭い    品詞: 形容詞,自立,*,*"
"形態素: 客      品詞: 名詞,一般,*,*"
"形態素: が      品詞: 助詞,格助詞,一般,*"
"形態素: いる    品詞: 動詞,自立,*,*"
"形態素: とき    品詞: 名詞,非自立,副詞可能,*"
"形態素: バイト  品詞: 名詞,一般,*,*"
"形態素: 先      品詞: 名詞,接尾,一般,*"
"形態素: の      品詞: 助詞,連体化,*,*"
"形態素: 客      品詞: 名詞,一般,*,*"
"形態素: の      品詞: 助詞,連体化,*,*"
"形態素: マナー  品詞: 名詞,一般,*,*"
"形態素: が      品詞: 助詞,格助詞,一般,*"
"形態素: 悪い    品詞: 形容詞,自立,*,*"
"形態素: LINE    品詞: 名詞,一般,*,*"
"形態素: で      品詞: 助詞,格助詞,一般,*"
"形態素: 既      品詞: 名詞,一般,*,*"
"形態素: 読無視  品詞: 名詞,一般,*,*"
"形態素: さ      品詞: 動詞,自立,*,*"
"形態素: れる    品詞: 動詞,接尾,*,*"
"形態素: こと    品詞: 名詞,非自立,一般,*"
"形態素: が      品詞: 助詞,格助詞,一般,*"
"形態素: ある    品詞: 動詞,自立,*,*"
"形態素: 立ち寄っ        品詞: 動詞,自立,*,*"
"形態素: た      品詞: 助動詞,*,*,*"
"形態素: お      品詞: 接頭詞,名詞接続,*,*"
"形態素: 店      品詞: 名詞,一般,*,*"
"形態素: の      品詞: 助詞,連体化,*,*"
"形態素: 店員    品詞: 名詞,一般,*,*"
"形態素: の      品詞: 助詞,連体化,*,*"
"形態素: 接客    品詞: 名詞,サ変接続,*,*"
"形態素: が      品詞: 助詞,格助詞,一般,*"
"形態素: 悪い    品詞: 形容詞,自立,*,*"
"形態素: ノリ    品詞: 名詞,一般,*,*"
"形態素: が      品詞: 助詞,格助詞,一般,*"
"形態素: 合わ    品詞: 動詞,自立,*,*"
"形態素: ず      品詞: 助動詞,*,*,*"
"形態素: 、      品詞: 記号,読点,*,*"
"形態素: 一緒    品詞: 名詞,サ変接続,*,*"
"形態素: に      品詞: 助詞,格助詞,一般,*"
"形態素: い      品詞: 動詞,自立,*,*"
"形態素: て      品詞: 助詞,接続助詞,*,*"
"形態素: 恥ずかしかっ    品詞: 形容詞,自立,*,*"
"形態素: た      品詞: 助動詞,*,*,*"
"形態素: 普通    品詞: 名詞,形容動詞語幹,*,*"
"形態素: に      品詞: 助詞,副詞化,*,*"
"形態素: 正論    品詞: 名詞,一般,*,*"
"形態素: 言わ    品詞: 動詞,自立,*,*"
"形態素: れ      品詞: 動詞,接尾,*,*"
"形態素: た      品詞: 助動詞,*,*,*"
"形態素: 時      品詞: 名詞,非自立,副詞可能,*"
"形態素: 価値    品詞: 名詞,一般,*,*"
"形態素: 観      品詞: 名詞,接尾,一般,*"
"形態素: の      品詞: 助詞,連体化,*,*"
"形態素: 違い    品詞: 名詞,ナイ形容詞語幹,*,*"
"形態素: が      品詞: 助詞,格助詞,一般,*"
"形態素: 出      品詞: 動詞,自立,*,*"
"形態素: た      品詞: 助動詞,*,*,*"
"形態素: 時      品詞: 名詞,非自立,副詞可能,*"
